id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
weck,term,weck,kummelweck|kümmelweck|kimmelweck,western-ny,,,,,"{""letter"": ""W"", ""part_of_speech"": ""noun""}","Half of a sandwich name that lost its other half. Weck is the kummelweck roll: kosher salt and caraway seeds baked onto the top, softer and fluffier than the German Kümmelbrötchen it descends from. Buffalo-area bakeries are the only commercial source for it. Beef on weck — rare roast beef, hand-carved thin, the top of the roll dipped in jus, horseradish spread to taste — is one of the three foods Buffalo is known for, with wings and sponge candy.","German Weck 'bread roll' (the word of the southwestern dialects — Palatinate, Saarland, Baden, Swabia; northern Germans say Brötchen) ← Old High German wecki, weggi 'wedge; wedge-shaped baked good' ← Proto-West Germanic *wagi ← Proto-Germanic *wagjaz 'wedge'. The full compound is kummelweck: German Kümmel 'caraway' (← Middle High German kümel, kumel ← Old High German kumil ← Proto-West Germanic *kumil 'caraway, cumin seed') + Weck. So the name means, exactly, caraway roll — and the bread is a wedge before it is a roll.",beef-on-weck|buffalo-wild-wings|buffalo|wing|the-pitcher,s:wp-beef-on-weck|s:web-wiktionary-weck|s:web-wiktionary-kummel|s:wp-buffalo-wild-wings,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/weck/
wet-and-dry,term,wet and dry,lemon pepper wet|dry rub|wet,atlanta|us,,,,,"{""letter"": ""W"", ""part_of_speech"": ""phrase""}","A two-way choice about the finish, asked after you have picked a flavour. Dry means the cooked wing gets tossed in seasoning — powder on crust. Wet means it gets tossed in something liquid, so butter or sauce carries the same seasoning. Same flavour name, two different foods.","wet + dry, plain antonyms recruited as a pair of menu terms: wet = finished in a liquid sauce, dry = finished in a powder",atlanta-lemon-pepper|lemon-pepper-seasoning|lemon-pepper-wet|american-deli|jr-cricketts|memphis-dry-rub|the-toss,s:wp-lemon-pepper-wings|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/wet-and-dry/
wing-night,term,wing night,Wing Wednesday|wing special|25-cent wings,us,,,,,"{""letter"": ""W"", ""part_of_speech"": ""noun""}","A weekly price special on wings, usually sold by the piece and usually paired with a drink minimum. The deal is the draw; the pitcher is the margin.","wing + night, on the pattern of ladies' night, trivia night, open-mic night — a weekday plus the thing that fills it",the-pitcher|wing-basket|the-price-of-a-wing|buffalo-wild-wings|super-bowl-sunday,s:web-buffalo-wing-guide-specials|s:web-gourmet-marketing-wing-night|s:wp-buffalo-wild-wings,cited,medium,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/wing-night/
wing-tip,term,wing tip,tip|wingtip|third segment,us,,,,,"{""letter"": ""W"", ""part_of_speech"": ""noun""}","Third segment, the pointed end. Skin, cartilage, two slivers of bone, almost no meat. Usually cut off before the wing reaches a fryer and boiled into stock instead, though some restaurants serve it still joined to the flat.","wing + tip, a plain compound; the piece also answers to flapper and to pointer, and all three names describe the same shape from a different angle",flapper|wing|flat|wing-cut|party-wing,s:wp-buffalo-wing|s:wp-chicken-as-food|s:wp-poultry,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/wing-tip/
wing,term,wing,chicken wing|wings,us,,,,,"{""letter"": ""W"", ""part_of_speech"": ""noun""}","A chicken's wing, and the pieces it becomes. Off the bird it runs drumette, flat and tip; a kitchen cuts it at both joints and usually throws the tip into stock, so what a menu calls a wing is one of two pieces. Order twenty and twenty pieces arrive, roughly ten birds' worth of one wing each.","Old Norse vængr → Middle English weng, winge → English wing; the food sense is a straight transfer from the bird's limb",drumette|flat|wing-tip|wing-cut|party-wing|boneless,s:wp-buffalo-wing|s:wp-chicken-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/wing/
buffalo-murals,art,Buffalo murals,Buffalo wall art|Buffalo public art,western-ny,NY,,,,"{""kind"": ""mural"", ""state"": ""NY""}","Buffalo paints its own story on its walls, and the wing is part of what gets painted. The city's public art runs from commissioned murals on Main Street and Hertel Avenue to neighbourhood walls raised by crowdfunding, and at least one of them exists to settle an argument: in November 2021 a mural went up at Jefferson and Carlton, on the corner where John Young's Wings 'n Things stood, recreating the artwork that had hung inside his shop. The murals are copyrighted by the people who painted them, and one Buffalo muralist has invoiced businesses for using images of his wall, which is why this page names walls and does not reproduce them.",,the-origin-fight|john-young|buffalo|city-of-buffalo|buffalo-wing-trail|free-to-use|wing-festival-posters|chicken-shack-signs,s:web-buffalorising-young-mural|s:web-spectrum-mural-copyright|s:web-visit-buffalo-wing-trail|s:wp-buffalo-wing|s:wp-buffalo-new-york,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/buffalo-murals/
chicken-shack-signs,art,Chicken shack signs,fried chicken signs|wing counter signage,us|chicago|dc|the-south|nashville,,,,,"{""kind"": ""sign""}","The sign over a wing or fried-chicken counter is a working document. It has to be readable from a car at thirty miles an hour, name the shop, say CHICKEN, and usually price something. It comes in two families that overlap: brush-lettered paint, on plywood, on stucco, on the window glass itself; and the internally lit plastic box with changeable letters underneath. The cartoon bird is optional and very common. Almost none of it is signed, almost all of it is made locally, and it is replaced rather than restored, which is why the record of it is photographic.",,harolds-chicken-shack|princes-hot-chicken-shack|yums-carry-out|uncle-remus-saucy-fried-chicken|wing-cafe|neon-chicken|rooster-weathervanes|hot-sauce-labels|buffalo-murals,s:web-commons-search|s:web-commons-licensing,tradition,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/chicken-shack-signs/
hot-sauce-labels,art,Hot sauce labels,hot sauce bottle art|pepper sauce labels,us,,,,,"{""kind"": ""print""}","A hot sauce label sells one thing before it sells any other: how much it will hurt. The genre has a settled vocabulary — devils, flames, skulls, warning text set like a hazard placard, a name that is a dare, and often a number. Beneath the artwork the same panel carries what federal law requires, including an ingredient list in descending order by weight, which is why this site can read a bottle's ingredient rank off a photograph of its back. The front is a promise. The back is a fact.",,franks-redhot|crystal-hot-sauce|buffalo-sauce|mango-habanero|atomic|chicken-shack-signs|neon-chicken|free-to-use,s:wp-hot-sauce|s:wp-tabasco-sauce|s:wp-scoville-scale|s:usda-fdc|s:web-commons-search,tradition,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/hot-sauce-labels/
neon-chicken,art,Neon chicken,neon bird|neon chicken sign,us,,,,,"{""kind"": ""neon""}","A chicken drawn in bent glass tube, filled with gas, and run off a transformer over a bar, a drive-in or a wing counter. The bird is usually animated in the cheap way neon animates: two or three sets of tubes switched in sequence so a wing flaps, steam rises, or an arrow chases. Neon signs are made by hand, by a bender working a ribbon burner, which is why a town's neon looks like the shops of the two or three benders who worked there. They are expensive to build, expensive to repair, and the first thing an owner replaces when a tube goes, which is why the surviving ones are mostly in cities that decided to protect them.",,chicken-shack-signs|rooster-weathervanes|hot-sauce-labels|buffalo-murals|elmos-bar-and-restaurant|nine-eleven-tavern|jr-cricketts|wing-night,s:web-commons-search|s:web-commons-licensing,tradition,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/neon-chicken/
rooster-weathervanes,art,Rooster weathervanes,weathercock|cockerel vane,us|new-england,,,,,"{""kind"": ""mascot""}","A rooster cut or moulded in sheet metal, balanced on a spindle, and put on a roof to show which way the wind blows. It is the oldest American use of a chicken as a public sign, it predates every wing counter by centuries, and the shape it settled into — flat body, raised comb, fanned tail, one leg forward — is the same silhouette a fried chicken sign draws today. American vanes were made in copper and zinc by nineteenth-century firms working from moulds, and museums now hold them as folk sculpture; the Smithsonian American Art Museum has released photographs of several under CC0.",,chicken-shack-signs|neon-chicken|hot-sauce-labels|buffalo-murals|harolds-chicken-shack|wing,s:web-commons-search|s:web-commons-licensing,tradition,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/rooster-weathervanes/
wing-festival-posters,art,Wing festival posters,Wing Fest poster art|wing contest promotional art,western-ny|philadelphia|us,NY,,,,"{""kind"": ""poster"", ""state"": ""NY""}","A wing festival poster does four things at once: names the event, fixes the date and the gate, lists the sponsors in descending size, and supplies a mascot the event can print on a T-shirt. The National Buffalo Wing Festival, founded in Buffalo in 2002 and held on Labor Day weekend, is the genre's anchor; Philadelphia's Wing Bowl, run by a radio station from 1993 to 2018, produced the same artwork in a louder register. The art is commercial, it is dated by design, and almost none of it is free to reuse — which is why this page describes it rather than shows it.",,national-buffalo-wing-festival|drew-cerza|wing-bowl|joey-chestnut|national-chicken-wing-day|chicken-shack-signs|buffalo-murals,s:wp-national-buffalo-wing-festival|s:wp-wing-bowl|s:web-commons-search,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/art/wing-festival-posters/
boneless-is-not-a-wing,story,Boneless is not a wing,Berkheimer v. REKM|The boneless wing case,us|ohio-valley,OH,,,,"{""kind"": ""essay"", ""state"": ""OH""}","On 25 July 2024 the Supreme Court of Ohio held, 4 to 3, that a diner who swallowed a chicken bone from a boneless wing could not take his negligence claim to a jury, because he could reasonably have guarded against it. The case is Berkheimer v. REKM, L.L.C., 2024-Ohio-2787, 177 Ohio St.3d 431, docket 2023-0293. The majority wrote that calling the item a boneless wing described a cooking style. The dissent called that reasoning jabberwocky, twice. The argument the case dropped into is older than the case and older than the menu category: a boneless wing is breast meat, battered and fried, and the federal standard that governs what may be labelled a wing does not cover a restaurant menu at all.",,boneless|boneless-wings|wing|flat|breaded-fry|dredge|buffalo-wild-wings|wingstop|the-price-of-a-wing,s:web-courtlistener-berkheimer|s:web-volokh-boneless|s:web-cbs-boneless-wings|s:web-hklaw-boneless|s:web-counter-boneless|s:web-ecfr-381-170|s:web-consumer-reports-wyngz|s:web-thompson-coburn-wings|s:wp-chicken-nugget|s:wp-buffalo-wing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/boneless-is-not-a-wing/
free-to-use,story,Free to use,Sources and licences|What this project stands on,us,,,,,"{""kind"": ""resources""}","Every map, price, coordinate and recipe on this site comes from somewhere a reader can go and check. This page names each archive, dataset, directory and licence, says what it is good for, says what it will not tell you, and names the ones this project could not get into. Licences are quoted from the publisher's own terms. Dates are the dates I read them, which for all of these is 16 September 2026.",,the-price-of-a-wing|boneless-is-not-a-wing|the-origin-fight|ranch-vs-blue-cheese|buffalo-wing-trail|national-chicken-council|southern-foodways-alliance|buffalo-murals,s:web-osm-copyright|s:osm|s:naturalearth|s:usda-fdc|s:web-ams-weekly-chicken|s:web-ams-retail-chicken|s:web-ecfr-381-170|s:web-commons-licensing|s:web-commons-search|s:wikibooks-cookbook|s:nccouncil-wing-report|s:web-ncc-superbowl-lx|s:web-visit-buffalo-wing-trail|s:web-sfa-oral-history|s:web-courtlistener-berkheimer|s:trillin-1980|s:web-consumer-reports-wyngz|s:web-spectrum-mural-copyright|s:wp-national-chicken-council,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/free-to-use/
ranch-vs-blue-cheese,story,Ranch against blue cheese,The dip argument,us|western-ny,,,,,"{""kind"": ""essay""}","Buffalo sends out blue cheese. America buys ranch. Blue cheese reached the wing plate on the first night of the Anchor Bar story, off the antipasto tray, and it is still the house cup along the city's wing trail. Ranch was invented by a plumbing contractor named Steve Henson in the early 1950s, sold by mail from a Santa Barbara County guest ranch from 1957, bought by Clorox in 1972, and has outsold every other salad dressing in the United States since 1992. Asked what they eat wings with, more Americans say ranch than say blue cheese, by roughly two to one in the trade association's own polling. Both numbers and both dips are set out below, with whose figures they are and when they were taken.",,blue-cheese-dressing|ranch-dressing|buffalo|celery-and-carrots|anchor-bar|buffalo-wing-trail|wingstop|national-chicken-council|buffalo-sauce|the-origin-fight,s:wp-ranch-dressing|s:wp-blue-cheese-dressing|s:wp-buffalo-wing|s:wp-anchor-bar|s:web-ncc-wing-poll-2018|s:web-wingstop-ranch-cup|s:web-visit-buffalo-wing-trail,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/ranch-vs-blue-cheese/
the-flat-and-the-drum,story,The flat and the drum,Flats against drums,us,,,,,"{""kind"": ""essay""}","A chicken wing has three joints and yields two pieces a kitchen will sell: the drumette, which is the humerus with the meat pushed to one end, and the flat, which is the two-boned middle section carrying most of the skin. The tip goes to stock. One bird gives one of each per wing, in a fixed ratio nobody can change, which is the whole economics of the argument: a counter can let you order all flats, but it cannot buy a bird that grows two of them. Federal regulation names the drumette and declines to name the flat. Survey respondents prefer the drum by a wide margin and split sharply by who is answering. No public price series prices one piece against the other.",,wing|flat|drumette|wing-tip|flapper|all-flats|party-wing|wing-cut|the-price-of-a-wing|naked-fry,s:web-ecfr-381-170|s:web-civicscience-wing-debate|s:web-ams-weekly-chicken|s:web-ams-retail-chicken|s:wp-buffalo-wing|s:wp-chicken-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/the-flat-and-the-drum/
the-origin-fight,story,The origin fight,Who invented the Buffalo wing,western-ny|us,NY,,,,"{""kind"": ""essay"", ""state"": ""NY""}","Two Buffalo kitchens claim the wing, and neither claim rests on a document. The Anchor Bar dates the dish to the night of 4 March 1964 and tells the story three different ways. John Young was selling breaded whole wings in a tomato sauce he called mumbo from 1961, registered his shop's name at the county courthouse, and said the Anchor Bar carried no wings as a regular menu item until 1974. A 1969 newspaper profile of the Anchor Bar does not mention wings. Duff's started selling them across town that same year. The city proclaimed a Chicken Wing Day in 1977, Calvin Trillin carried the story out of western New York in 1980, and the National Buffalo Wing Festival put John Young in its Hall of Flame in 2013. This page lays out who claims what and on what evidence.",,buffalo|anchor-bar|john-young|teressa-bellissimo|frank-bellissimo|dominic-bellissimo|calvin-trillin|duffs-famous-wings|mumbo-sauce|national-buffalo-wing-festival|city-of-buffalo|buffalo-murals,s:wp-buffalo-wing|s:wp-anchor-bar|s:wp-duff-s-famous-wings|s:trillin-1980|s:wp-calvin-trillin|s:wp-national-buffalo-wing-festival|s:wp-mumbo-sauce|s:web-buffalorising-young-mural|s:web-visit-buffalo-wing-trail,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/the-origin-fight/
the-price-of-a-wing,story,The price of a wing,What a wing costs,us,,,,,"{""kind"": ""essay""}","In 1964 the wing was the cheapest thing on the bird, which is the premise every origin story rests on. In the week of 7 to 11 September 2026 it traded wholesale at 110.02 cents a pound, twice the price of a drumstick and ten times the price of the backs and necks that the Anchor Bar story says were supposed to arrive instead. It has been dearer than that: 325 cents a pound in May 2021, when cold storage ran to its lowest level since 2012. Every figure on this page carries its date and whose figure it is, and the ones I could not get are named too.",,wing|the-flat-and-the-drum|boneless-is-not-a-wing|national-chicken-council|super-bowl-sunday|wing-night|anchor-bar|party-wing|wingstop,s:web-ams-weekly-chicken|s:web-ams-retail-chicken|s:web-ers-wing-cold-storage|s:web-ncc-superbowl-lx|s:web-counter-boneless|s:nccouncil-wing-report|s:wp-buffalo-wing,harvested,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/story/the-price-of-a-wing/
